Month,Average USD/JPY=,Min USD/JPY=,Max USD/JPY=,Nb of working days,,Month,Average USD/GBP=,Min USD/GBP=,Max USD/GBP=,Nb of working days,,Month,Average USD/CHF=,Min USD/CHF=,Max USD/CHF=,Nb of working days,,Month,Average USD/EUR=,Min USD/EUR=,Max USD/EUR=,Nb of working days
Jun-93,107.304622,105.350679,111.54994,22,,Jun-93,0.661776,0.639793,0.681432,22,,Jun-93,1.473542,1.421299,1.518003,22,,Jun-93,0.834728,0.805967,0.863771,22
May-93,110.314339,107.200315,111.85023,21,,May-93,0.64576,0.633232,0.65458,21,,May-93,1.448976,1.412496,1.4775,21,,May-93,0.812354,0.795289,0.828055,21
Apr-93,112.30052,109.399617,114.349902,22,,Apr-93,0.64757,0.627941,0.661638,22,,Apr-93,1.461272,1.417498,1.495501,22,,Apr-93,0.809984,0.794719,0.820846,22
Mar-93,116.978721,114.95026,118.619945,23,,Mar-93,0.68457,0.664981,0.699301,23,,Mar-93,1.519534,1.495001,1.540695,23,,Mar-93,0.836104,0.821243,0.847252,23
Feb-93,120.907447,116.699498,124.850459,20,,Feb-93,0.695575,0.683668,0.707062,20,,Feb-93,1.519419,1.49079,1.543795,20,,Feb-93,0.831858,0.821869,0.83965,20
Jan-93,125.052771,123.35007,125.969563,21,,Jan-93,0.652758,0.643209,0.667244,21,,Jan-93,1.477489,1.446499,1.504491,21,,Jan-93,0.814974,0.793096,0.831195,21
Dec-92,123.992987,122.820608,124.750186,23,,Dec-92,0.644787,0.622857,0.664455,23,,Dec-92,1.421834,1.387499,1.469506,23,,Dec-92,0.79675,0.780841,0.816963,23
Nov-92,123.880529,122.65004,124.800242,21,,Nov-92,0.654939,0.641851,0.664098,21,,Nov-92,1.429762,1.387803,1.456,21,,Nov-92,0.795176,0.778586,0.807059,21
Oct-92,121.168197,119.220505,123.320388,22,,Oct-92,0.604604,0.574053,0.63804,22,,Oct-92,1.316932,1.224202,1.374501,22,,Oct-92,0.745022,0.707989,0.772804,22
Sep-92,122.667609,119.549755,124.649558,22,,Sep-92,0.540756,0.498753,0.58997,22,,Sep-92,1.275167,1.230494,1.317498,22,,Sep-92,0.717896,0.684104,0.754536,22
Aug-92,126.300924,123.399588,127.870625,21,,Aug-92,0.515545,0.503018,0.524686,21,,Aug-92,1.300348,1.250499,1.332501,21,,Aug-92,0.712412,0.691604,0.727139,21
Jul-92,125.688681,123.800099,127.550084,23,,Jul-92,0.521093,0.512165,0.527289,23,,Jul-92,1.333478,1.276506,1.367001,23,,Jul-92,0.729568,0.712177,0.742713,23
Jun-92,126.915488,124.850219,128.149983,22,,Jun-92,0.539791,0.523971,0.55075,22,,Jun-92,1.427418,1.368497,1.473493,22,,Jun-92,0.769378,0.742375,0.786939,22
May-92,130.823213,128.25058,133.599502,21,,May-92,0.552854,0.54401,0.56609,21,,May-92,1.492094,1.461006,1.525495,21,,May-92,0.791859,0.776772,0.810234,21
Apr-92,133.434685,132.149908,134.469949,22,,Apr-92,0.569329,0.562904,0.579543,22,,Apr-92,1.517844,1.488003,1.543499,22,,Apr-92,0.806417,0.794705,0.814351,22
Mar-92,132.875089,129.550179,134.169176,22,,Mar-92,0.579865,0.568633,0.585993,22,,Mar-92,1.508233,1.482498,1.529999,22,,Mar-92,0.813017,0.800117,0.820694,22
Feb-92,127.565603,125.399986,129.819519,20,,Feb-92,0.562799,0.547046,0.575044,20,,Feb-92,1.45685,1.399997,1.504498,20,,Feb-92,0.792764,0.769014,0.81092,20
Jan-92,125.151675,123.10006,128.15026,23,,Jan-92,0.551171,0.531886,0.56899,23,,Jan-92,1.398827,1.345499,1.438502,23,,Jan-92,0.771851,0.741788,0.796494,23
Dec-91,128.066785,124.949848,129.899957,22,,Dec-91,0.547089,0.532625,0.564144,22,,Dec-91,1.384932,1.349996,1.427003,22,,Dec-91,0.767502,0.744987,0.791903,22
Nov-91,129.630486,127.800604,130.350109,21,,Nov-91,0.56263,0.553864,0.574217,21,,Nov-91,1.436548,1.406007,1.465001,21,,Nov-91,0.796267,0.777093,0.817296,21
Oct-91,130.710026,129.350037,133.249647,23,,Oct-91,0.580759,0.569965,0.587715,23,,Oct-91,1.479065,1.450008,1.500493,23,,Oct-91,0.827451,0.813233,0.837676,23
Sep-91,134.550988,132.79949,136.819824,21,,Sep-91,0.580104,0.570711,0.593754,21,,Sep-91,1.484643,1.449702,1.530004,21,,Sep-91,0.830439,0.81394,0.852829,21
Aug-91,136.825919,136.000334,137.899871,22,,Aug-91,0.594325,0.583601,0.615004,22,,Aug-91,1.520697,1.493498,1.554995,22,,Aug-91,0.852923,0.837027,0.888643,22
Jul-91,137.903912,136.700136,139.149741,23,,Jul-91,0.607007,0.593295,0.623247,23,,Jul-91,1.550248,1.519497,1.584498,23,,Jul-91,0.873783,0.853275,0.895853,23
Jun-91,139.865458,138.019336,141.850043,20,,Jun-91,0.607197,0.590844,0.620538,20,,Jun-91,1.531465,1.495004,1.56149,20,,Jun-91,0.871496,0.852763,0.886367,20
May-91,138.067781,137.349823,139.249381,23,,May-91,0.579451,0.570711,0.588757,23,,May-91,1.454735,1.431498,1.472502,23,,May-91,0.837258,0.825043,0.849731,23
Apr-91,137.242536,134.899809,140.449766,22,,Apr-91,0.57215,0.557105,0.596835,22,,Apr-91,1.441558,1.405998,1.490498,22,,Apr-91,0.830437,0.809954,0.862142,22
Mar-91,137.310958,134.369473,140.449766,21,,Mar-91,0.548811,0.524247,0.576534,21,,Mar-91,1.389666,1.328004,1.459498,21,,Mar-91,0.786801,0.746877,0.836982,21
Feb-91,130.373455,127.549657,133.3995,20,,Feb-91,0.508879,0.501128,0.522328,20,,Feb-91,1.267056,1.235,1.3165,20,,Feb-91,0.724403,0.711683,0.745738,20
Jan-91,133.716559,131.150161,136.849643,23,,Jan-91,0.517204,0.507101,0.527985,23,,Jan-91,1.2719,1.250502,1.300497,23,,Jan-91,0.73877,0.725556,0.758546,23
Dec-90,133.855728,131.449587,136.579807,21,,Dec-90,0.520317,0.511641,0.534047,21,,Dec-90,1.280666,1.2555,1.312006,21,,Dec-90,0.734785,0.720253,0.753713,21
Nov-90,128.992193,127.219804,133.349702,22,,Nov-90,0.509144,0.505689,0.516662,22,,Nov-90,1.257182,1.240995,1.290003,22,,Nov-90,0.726277,0.718516,0.740772,22
Oct-90,129.797831,124.950192,137.149878,23,,Oct-90,0.514115,0.506072,0.53121,23,,Oct-90,1.281338,1.268499,1.296,23,,Oct-90,0.742864,0.735427,0.758837,23
Sep-90,138.717491,135.449916,143.899535,20,,Sep-90,0.531906,0.522603,0.543034,20,,Sep-90,1.306935,1.283504,1.332495,20,,Sep-90,0.764535,0.757034,0.77603,20
Aug-90,147.519992,143.050239,151.150207,23,,Aug-90,0.526626,0.511771,0.544961,23,,Aug-90,1.309926,1.2565,1.380006,23,,Aug-90,0.763772,0.750023,0.785241,23
Jul-90,149.155896,146.550514,151.629581,22,,Jul-90,0.553434,0.539376,0.568991,22,,Jul-90,1.393158,1.353502,1.415993,22,,Jul-90,0.795947,0.774204,0.805533,22
Jun-90,153.785213,152.199629,155.650273,21,,Jun-90,0.585248,0.573557,0.596128,21,,Jun-90,1.425285,1.405994,1.447504,21,,Jun-90,0.818985,0.808002,0.825924,21
May-90,153.810891,149.499636,159.149293,23,,May-90,0.596018,0.586613,0.611544,23,,May-90,1.419587,1.391,1.460003,23,,May-90,0.810402,0.799124,0.823444,23
Apr-90,158.390939,156.950435,159.869596,21,,Apr-90,0.610749,0.606907,0.615499,21,,Apr-90,1.487376,1.457493,1.5055,21,,Apr-90,0.822406,0.815549,0.83045,21
Mar-90,153.198067,148.949414,158.499569,22,,Mar-90,0.615623,0.599088,0.628261,22,,Mar-90,1.511772,1.496001,1.528002,22,,Mar-90,0.833346,0.823803,0.8396,22
Feb-90,145.580979,144.370022,148.879987,20,,Feb-90,0.589611,0.583258,0.59471,20,,Feb-90,1.48765,1.473001,1.504501,20,,Feb-90,0.821553,0.811237,0.829969,20
Jan-90,144.94094,142.730463,146.17073,23,,Jan-90,0.606472,0.59453,0.623962,23,,Jan-90,1.518464,1.481003,1.572497,23,,Jan-90,0.831557,0.821594,0.842791,23
Dec-89,143.611349,141.677149,144.517974,21,,Dec-89,0.626309,0.613471,0.639205,21,,Dec-89,1.567593,1.527149,1.60563,21,,Dec-89,0.85461,0.82719,0.875716,21
Nov-89,143.580133,142.646473,144.535112,22,,Nov-89,0.635821,0.629754,0.642806,22,,Nov-89,1.618756,1.590852,1.642895,22,,Nov-89,0.895568,0.87469,0.909895,22
Oct-89,142.120616,139.591078,144.334715,22,,Oct-89,0.630046,0.618616,0.644646,22,,Oct-89,1.631167,1.604513,1.673016,22,,Oct-89,0.912572,0.897731,0.9346,22
Sep-89,145.174348,139.217586,147.5,21,,Sep-89,0.636917,0.616194,0.649119,21,,Sep-89,1.688079,1.618276,1.721512,21,,Sep-89,0.949492,0.912684,0.968307,21
Aug-89,141.249727,136.425156,144.625599,23,,Aug-89,0.62655,0.601496,0.639115,23,,Aug-89,1.659898,1.592492,1.693176,23,,Aug-89,0.936288,0.900367,0.953533,23
Jul-89,140.533841,137.407953,142.650334,21,,Jul-89,0.616559,0.600966,0.638048,21,,Jul-89,1.631331,1.607097,1.663636,21,,Jul-89,0.922316,0.907906,0.942681,21
Jun-89,144.009306,139.906843,151.014064,22,,Jun-89,0.644143,0.629137,0.664344,22,,Jun-89,1.71027,1.671947,1.767631,22,,Jun-89,0.964789,0.950876,0.992994,22
May-89,137.835909,132.695161,143.281027,23,,May-89,0.613294,0.591963,0.638119,23,,May-89,1.727138,1.669007,1.797706,23,,May-89,0.94689,0.914498,0.979297,23
Apr-89,132.069783,130.927546,132.86117,20,,Apr-89,0.588206,0.582629,0.596187,20,,Apr-89,1.647359,1.630717,1.669007,20,,Apr-89,0.910943,0.901003,0.920758,20
Mar-89,130.302498,127.812174,132.935393,23,,Mar-89,0.582748,0.577223,0.593417,23,,Mar-89,1.606818,1.569604,1.65939,23,,Mar-89,0.90899,0.896793,0.921382,23
Feb-89,127.701089,125.727989,129.885377,20,,Feb-89,0.570221,0.562538,0.57725,20,,Feb-89,1.575321,1.550184,1.60158,20,,Feb-89,0.902977,0.886582,0.918254,20
Jan-89,127.032378,123.779417,129.836635,22,,Jan-89,0.56272,0.547545,0.569963,22,,Jan-89,1.556345,1.492272,1.588566,22,,Jan-89,0.89251,0.860639,0.910249,22
Dec-88,123.615549,121.288732,125.594356,22,,Dec-88,0.547989,0.534876,0.558633,22,,Dec-88,1.479439,1.442281,1.511488,22,,Dec-88,0.857694,0.841077,0.873364,22
Nov-88,123.174428,120.98661,125.594946,22,,Nov-88,0.553147,0.541466,0.566171,22,,Nov-88,1.467826,1.438607,1.505596,22,,Nov-88,0.855078,0.839393,0.874101,22
Oct-88,129.031436,124.666902,133.890283,21,,Oct-88,0.576243,0.561753,0.590472,21,,Oct-88,1.541833,1.489179,1.585399,21,,Oct-88,0.890237,0.86464,0.912262,21
Sep-88,134.43109,133.184116,136.909024,22,,Sep-88,0.593949,0.586155,0.60204,22,,Sep-88,1.576343,1.553915,1.597767,22,,Sep-88,0.912045,0.900519,0.922686,22
Aug-88,133.707458,132.571023,136.448326,23,,Aug-88,0.589065,0.582039,0.594917,23,,Aug-88,1.583005,1.55537,1.608948,23,,Aug-88,0.919861,0.908639,0.934755,23
Jul-88,133.087382,130.74167,135.008938,21,,Jul-88,0.586459,0.575734,0.601689,21,,Jul-88,1.53193,1.509716,1.566108,21,,Jul-88,0.897939,0.885233,0.919302,21
Jun-88,127.196178,124.981845,133.413919,22,,Jun-88,0.561011,0.547218,0.585958,22,,Jun-88,1.459537,1.426143,1.51027,22,,Jun-88,0.854195,0.83437,0.888322,22
May-88,124.725675,124.089084,125.430464,22,,May-88,0.534811,0.528958,0.542135,22,,May-88,1.41029,1.393917,1.440708,22,,May-88,0.824872,0.818021,0.839169,22
Apr-88,124.998402,123.935893,126.761513,21,,Apr-88,0.53311,0.527977,0.542875,21,,Apr-88,1.382457,1.366362,1.401291,21,,Apr-88,0.815388,0.809045,0.825196,21
Mar-88,127.174456,124.245601,129.329268,23,,Mar-88,0.54651,0.531997,0.565977,23,,Mar-88,1.386785,1.367068,1.404868,23,,Mar-88,0.818358,0.809253,0.82672,23
Feb-88,129.239742,128.346636,130.541571,21,,Feb-88,0.569309,0.564672,0.573936,21,,Feb-88,1.392191,1.378059,1.405783,21,,Feb-88,0.827156,0.822762,0.834569,21
Jan-88,127.218386,121.513638,130.383275,21,,Jan-88,0.553785,0.532884,0.564847,21,,Jan-88,1.341512,1.279117,1.373715,21,,Jan-88,0.803217,0.771986,0.819798,21
Dec-87,128.23464,121.513638,133.408633,23,,Dec-87,0.546986,0.534291,0.557457,23,,Dec-87,1.329506,1.279117,1.363837,23,,Dec-87,0.797034,0.772437,0.814857,23
Nov-87,135.324063,132.206952,137.797357,21,,Nov-87,0.563513,0.546043,0.578091,21,,Nov-87,1.382239,1.341041,1.421055,21,,Nov-87,0.820973,0.799189,0.839049,21
Oct-87,143.343953,138.547486,146.964143,22,,Oct-87,0.602103,0.581575,0.616171,22,,Oct-87,1.495476,1.437086,1.537256,22,,Oct-87,0.874121,0.845679,0.893267,22
Sep-87,143.229484,141.109799,146.166667,22,,Sep-87,0.608188,0.602824,0.61513,22,,Sep-87,1.501984,1.483308,1.529651,22,,Sep-87,0.879233,0.870333,0.892065,22
Aug-87,147.645525,142.43349,152.194534,21,,Aug-87,0.626423,0.61345,0.638352,21,,Aug-87,1.538794,1.496578,1.578352,21,,Aug-87,0.90132,0.88112,0.920682,21
Jul-87,150.248765,146.596943,152.911704,23,,Jul-87,0.621263,0.613554,0.627673,23,,Jul-87,1.535445,1.510695,1.550641,23,,Jul-87,0.894854,0.883444,0.901615,23
Jun-87,144.467267,141.937277,147.098071,22,,Jun-87,0.613244,0.600101,0.62879,22,,Jun-87,1.507361,1.477072,1.533062,22,,Jun-87,0.881335,0.867033,0.894148,22
May-87,140.507903,138.190364,144.07744,21,,May-87,0.599945,0.592269,0.619117,21,,May-87,1.469459,1.445546,1.512246,21,,May-87,0.86665,0.854823,0.883368,21
Apr-87,142.917926,137.766576,146.983105,22,,Apr-87,0.613478,0.598955,0.627835,22,,Apr-87,1.495207,1.449494,1.526188,22,,Apr-87,0.876441,0.86129,0.887198,22
Mar-87,151.415226,146.280389,153.949018,22,,Mar-87,0.628114,0.61703,0.642646,22,,Mar-87,1.536956,1.505881,1.564331,22,,Mar-87,0.88711,0.873843,0.898306,22
Feb-87,153.495171,152.249576,154.927235,20,,Feb-87,0.655231,0.647572,0.663934,20,,Feb-87,1.542115,1.512736,1.572152,20,,Feb-87,0.884427,0.869475,0.901439,20
Jan-87,154.860579,150.77707,160,22,,Jan-87,0.664599,0.647484,0.681058,22,,Jan-87,1.562045,1.488555,1.622192,22,,Jan-87,0.901382,0.861362,0.936615,22
Dec-86,162.269232,159.035554,163.954619,23,,Dec-86,0.696185,0.677417,0.703993,23,,Dec-86,1.664438,1.622064,1.707342,23,,Dec-86,0.957451,0.936845,0.973321,23
Nov-86,162.869942,160.667461,164.367816,20,,Nov-86,0.702278,0.695014,0.708363,20,,Nov-86,1.686291,1.646241,1.726552,20,,Nov-86,0.973777,0.951491,0.995373,20
Oct-86,156.327132,154.125,164.030147,23,,Oct-86,0.700535,0.691508,0.713704,23,,Oct-86,1.641813,1.614751,1.715851,23,,Oct-86,0.963717,0.949051,0.992372,23
Sep-86,154.664649,152.698048,156.619611,22,,Sep-86,0.67915,0.665287,0.696154,22,,Sep-86,1.652131,1.614731,1.684083,22,,Sep-86,0.979435,0.958988,0.997209,22
Aug-86,154.096102,153.052239,155.808656,21,,Aug-86,0.672773,0.665013,0.678662,21,,Aug-86,1.662152,1.642846,1.690541,21,,Aug-86,0.988511,0.978588,1.00355,21
Jul-86,158.624531,153.914002,163.401869,23,,Jul-86,0.662586,0.646619,0.678914,23,,Jul-86,1.745518,1.680983,1.79135,23,,Jul-86,1.025179,1.001097,1.042413,23
Jun-86,167.620251,163.952274,175.092071,21,,Jun-86,0.663362,0.653373,0.678788,21,,Jun-86,1.84069,1.795802,1.929915,21,,Jun-86,1.059406,1.041222,1.102793,21
May-86,166.84966,160.755276,173.171097,22,,May-86,0.657182,0.645747,0.674847,22,,May-86,1.851677,1.800116,1.915914,22,,May-86,1.055219,1.029231,1.094875,22
Apr-86,175.049839,167.259486,181.041117,22,,Apr-86,0.668324,0.645971,0.687825,22,,Apr-86,1.902925,1.815165,2.007445,22,,Apr-86,1.075707,1.030208,1.135018,22
Mar-86,178.598838,175.134503,180.884956,21,,Mar-86,0.681114,0.666459,0.696362,21,,Mar-86,1.909312,1.869123,1.968842,21,,Mar-86,1.06698,1.039028,1.104167,21
Feb-86,184.553017,178.753541,192.061979,20,,Feb-86,0.699735,0.671277,0.731125,20,,Feb-86,1.955045,1.864972,2.046482,20,,Feb-86,1.097072,1.039809,1.135264,20
Jan-86,200.29578,193.222806,203.091431,23,,Jan-86,0.701672,0.687381,0.72244,23,,Jan-86,2.068458,2.016416,2.100322,23,,Jan-86,1.147305,1.120802,1.161284,23
Dec-85,202.688562,200.594947,204.481227,22,,Dec-85,0.692198,0.667289,0.704444,22,,Dec-85,2.103878,2.072674,2.12571,22,,Dec-85,1.176971,1.154751,1.191048,22
Nov-85,203.943295,200.783085,209.722557,21,,Nov-85,0.694736,0.674001,0.707224,21,,Nov-85,2.129001,2.078954,2.15646,21,,Nov-85,1.209892,1.174267,1.225147,21
Oct-85,214.814032,211.2717,217.089582,23,,Oct-85,0.703154,0.692825,0.71256,23,,Oct-85,2.167821,2.130371,2.201034,23,,Oct-85,1.23394,1.218139,1.250103,23
Sep-85,236.739103,216.273795,243.468635,21,,Sep-85,0.734022,0.6948,0.7686,21,,Sep-85,2.335735,2.178972,2.447935,21,,Sep-85,1.322452,1.241607,1.379971,21
Aug-85,237.188061,235.7022,239.531185,22,,Aug-85,0.721583,0.71155,0.74744,22,,Aug-85,2.291738,2.250102,2.361895,22,,Aug-85,1.299447,1.282335,1.330412,22
Jul-85,241.426105,235.990037,248.393656,23,,Jul-85,0.726399,0.699548,0.768302,23,,Jul-85,2.415771,2.282207,2.557682,23,,Jul-85,1.35053,1.297093,1.410473,23
Jun-85,248.87877,246.902219,250.177706,20,,Jun-85,0.781255,0.762446,0.792731,20,,Jun-85,2.571006,2.517848,2.609175,20,,Jun-85,1.416899,1.390801,1.432836,20
May-85,251.583255,249.393075,254.923499,23,,May-85,0.801627,0.777641,0.843458,23,,May-85,2.615433,2.551573,2.731629,23,,May-85,1.439019,1.404302,1.501265,23
Apr-85,251.540621,247.569589,255.200324,22,,Apr-85,0.807524,0.774902,0.83471,22,,Apr-85,2.592847,2.478785,2.67435,22,,Apr-85,1.430855,1.381489,1.460848,22
Mar-85,258.399539,251.565677,261.968594,21,,Mar-85,0.894766,0.804421,0.944414,21,,Mar-85,2.811782,2.618967,2.917341,21,,Mar-85,1.531414,1.433369,1.58241,21
Feb-85,260.200188,256.156641,262.80581,20,,Feb-85,0.911996,0.886421,0.958023,20,,Feb-85,2.794733,2.689243,2.927426,20,,Feb-85,1.521453,1.465895,1.605546,20
Jan-85,253.758022,251.036683,255.473811,23,,Jan-85,0.884531,0.861286,0.89895,23,,Jan-85,2.652809,2.593081,2.684622,23,,Jan-85,1.462488,1.44884,1.475035,23
Dec-84,247.775761,246.227401,251.036683,21,,Dec-84,0.843821,0.824845,0.861286,21,,Dec-84,2.559038,2.534574,2.593081,21,,Dec-84,1.433962,1.41611,1.452936,21
Nov-84,243.01291,239.918066,247.110934,22,,Nov-84,0.804821,0.782523,0.836769,22,,Nov-84,2.461703,2.397566,2.545044,22,,Nov-84,1.383003,1.350684,1.430069,22
Oct-84,246.743635,243.560209,249.025357,23,,Oct-84,0.819775,0.800928,0.842634,23,,Oct-84,2.523188,2.479541,2.572893,23,,Oct-84,1.41895,1.397565,1.450718,23
Sep-84,245.074542,242.302879,247.545988,20,,Sep-84,0.794166,0.766025,0.822899,20,,Sep-84,2.497438,2.423433,2.567925,20,,Sep-84,1.393439,1.336138,1.459112,20
Aug-84,242.332984,240.620545,245.935919,23,,Aug-84,0.761548,0.753151,0.768793,23,,Aug-84,2.418865,2.383821,2.472493,23,,Aug-84,1.328601,1.315646,1.342144,23
Jul-84,242.756627,238.456948,246.498288,22,,Jul-84,0.757196,0.74233,0.765636,22,,Jul-84,2.406447,2.343611,2.464495,22,,Jul-84,1.310675,1.288176,1.333756,22
Jun-84,233.162972,228.897469,238.41189,21,,Jun-84,0.725522,0.711413,0.74329,21,,Jun-84,2.278982,2.222426,2.339607,21,,Jun-84,1.261179,1.231277,1.292531,21
May-84,230.459206,226.544394,233.17757,23,,May-84,0.719822,0.708682,0.726551,23,,May-84,2.265942,2.242079,2.288845,23,,May-84,1.265454,1.248305,1.282687,23
Apr-84,224.950794,223.444444,226.544394,21,,Apr-84,0.702941,0.694495,0.715859,21,,Apr-84,2.187517,2.147198,2.242079,21,,Apr-84,1.21865,1.194314,1.251591,21
Mar-84,225.390121,222.532866,233.434978,22,,Mar-84,0.686781,0.672482,0.7,22,,Mar-84,2.147873,2.108187,2.177238,22,,Mar-84,1.198483,1.172707,1.225407,22
Feb-84,233.604967,232.825509,234.575136,21,,Feb-84,0.695148,0.669866,0.710807,21,,Feb-84,2.207515,2.158279,2.241779,21,,Feb-84,1.246302,1.200946,1.287037,21
Jan-84,233.621819,230.786137,234.704904,22,,Jan-84,0.709083,0.69084,0.715274,22,,Jan-84,2.233964,2.180149,2.252863,22,,Jan-84,1.287442,1.252702,1.300668,22
Dec-83,234.189389,231.320595,236.346564,22,,Dec-83,0.697266,0.683904,0.70643,22,,Dec-83,2.196075,2.158055,2.214977,22,,Dec-83,1.259576,1.234751,1.27078,22
Nov-83,234.91624,233.00216,237.101193,22,,Nov-83,0.676823,0.669456,0.686129,22,,Nov-83,2.169138,2.149563,2.184439,22,,Nov-83,1.228123,1.211277,1.24496,22
Oct-83,232.816753,231.207903,234.253898,21,,Oct-83,0.667781,0.659239,0.677881,21,,Oct-83,2.109993,2.087997,2.136327,21,,Oct-83,1.193595,1.182846,1.204162,21
Sep-83,242.466437,235.949933,246.60274,22,,Sep-83,0.667237,0.662254,0.670531,22,,Sep-83,2.163195,2.128439,2.188161,22,,Sep-83,1.21696,1.207034,1.229255,22
Aug-83,244.293054,241.857671,247.083333,23,,Aug-83,0.6658,0.651943,0.67637,23,,Aug-83,2.162455,2.128599,2.193724,23,,Aug-83,1.216254,1.191297,1.242934,23
Jul-83,240.352217,238.533145,241.415525,21,,Jul-83,0.654036,0.645718,0.659153,21,,Jul-83,2.116633,2.08742,2.127908,21,,Jul-83,1.177005,1.154724,1.201818,21
Jun-83,240.047592,237.358491,243.460993,22,,Jun-83,0.645073,0.628052,0.660493,22,,Jun-83,2.111138,2.076936,2.140505,22,,Jun-83,1.159048,1.145511,1.17143,22
May-83,234.763035,231.145833,238.315989,22,,May-83,0.635201,0.620685,0.6433,22,,May-83,2.05928,2.03111,2.09063,22,,May-83,1.123667,1.110082,1.145284,22
Apr-83,237.448114,235.750845,238.946332,21,,Apr-83,0.651192,0.636354,0.675341,21,,Apr-83,2.057462,2.043111,2.081582,21,,Apr-83,1.110417,1.09913,1.120919,21
Mar-83,237.779223,235.317265,240.020111,23,,Mar-83,0.670868,0.659498,0.687111,23,,Mar-83,2.06144,2.037479,2.08655,23,,Mar-83,1.088073,1.064437,1.10856,23
Feb-83,235.913568,232.23518,241.233609,20,,Feb-83,0.652629,0.645286,0.659483,20,,Feb-83,2.015319,1.983977,2.044414,20,,Feb-83,1.084942,1.069167,1.107901,20
Jan-83,232.725418,227.137981,241.883846,21,,Jan-83,0.634606,0.614692,0.653538,21,,Jan-83,1.967542,1.916974,2.033146,21,,Jan-83,1.066787,1.041453,1.104276,21
Dec-82,241.605633,232.029412,248.40463,23,,Dec-82,0.617666,0.610696,0.622889,23,,Dec-82,2.048856,1.990161,2.115101,23,,Dec-82,1.079381,1.057125,1.102248,23
Nov-82,264.716095,249.419931,278.355868,22,,Nov-82,0.612352,0.593546,0.629795,22,,Nov-82,2.197075,2.136219,2.231345,22,,Nov-82,1.134617,1.108878,1.148704,22
Oct-82,270.987332,262.975815,277.94261,21,,Oct-82,0.589122,0.581605,0.597625,21,,Oct-82,2.170206,2.125968,2.21505,21,,Oct-82,1.120988,1.107709,1.136864,21
Sep-82,262.585421,255.4158,269.580902,22,,Sep-82,0.583647,0.574895,0.590699,22,,Sep-82,2.135814,2.085115,2.180196,22,,Sep-82,1.10716,1.086513,1.124557,22
Aug-82,258.634407,250.963731,264.548319,22,,Aug-82,0.579264,0.566503,0.59,22,,Aug-82,2.107649,2.044921,2.160113,22,,Aug-82,1.093443,1.069288,1.112837,22
Jul-82,254.607594,249.350649,259.093251,22,,Jul-82,0.576178,0.567376,0.585312,22,,Jul-82,2.094416,2.025316,2.141458,22,,Jul-82,1.086098,1.059184,1.107896,22
Jun-82,251.011234,243.126602,258.463136,22,,Jun-82,0.569152,0.556829,0.582924,22,,Jun-82,2.076007,2.020146,2.141628,22,,Jun-82,1.064222,1.024349,1.098328,22
May-82,236.600951,232.111392,242.648733,21,,May-82,0.551889,0.542541,0.558115,21,,May-82,1.948203,1.891952,1.993879,21,,May-82,1.003347,0.989023,1.018327,21
Apr-82,244.182826,235.745326,248.108384,22,,Apr-82,0.565233,0.558128,0.570083,22,,Apr-82,1.961784,1.933678,1.981949,22,,Apr-82,1.040659,1.014103,1.052202,22
Mar-82,240.793183,233.723138,247.49226,23,,Mar-82,0.553078,0.543449,0.561181,23,,Mar-82,1.886767,1.84126,1.941318,23,,Mar-82,1.025688,1.004102,1.04494,23
Feb-82,235.377297,231.180247,240.682388,20,,Feb-82,0.541515,0.534428,0.550912,20,,Feb-82,1.890596,1.861244,1.922627,20,,Feb-82,1.00631,0.992967,1.022152,20
Jan-82,224.189587,217.40146,230.872151,21,,Jan-82,0.529731,0.517563,0.539677,21,,Jan-82,1.841542,1.78704,1.867715,21,,Jan-82,0.971916,0.947454,0.992971,21
Dec-81,218.603252,215.191841,222.292994,23,,Dec-81,0.524983,0.511994,0.536677,23,,Dec-81,1.813819,1.776156,1.857259,23,,Dec-81,0.957169,0.93773,0.971316,23
Nov-81,223.294665,213.932039,231.295337,21,,Nov-81,0.525545,0.507368,0.535913,21,,Nov-81,1.784441,1.758741,1.821,21,,Nov-81,0.941413,0.931859,0.957432,21
Oct-81,231.314074,226.452282,235.46748,22,,Oct-81,0.5427,0.524507,0.552983,22,,Oct-81,1.884857,1.832634,1.976576,22,,Oct-81,0.950698,0.923718,0.978023,22
Sep-81,229.425498,224.284997,232.624815,22,,Sep-81,0.550969,0.537988,0.565353,22,,Sep-81,2.026899,1.917796,2.160689,22,,Sep-81,0.97764,0.927015,1.016804,22
Aug-81,233.479311,226.923077,245.080764,21,,Aug-81,0.549023,0.53321,0.568147,21,,Aug-81,2.167481,2.119176,2.210192,21,,Aug-81,1.033774,1.004849,1.064021,21
Jul-81,232.146941,227.688679,239.504373,23,,Jul-81,0.533403,0.522888,0.540989,23,,Jul-81,2.095807,2.062896,2.138395,23,,Jul-81,1.007479,0.994809,1.018555,23
Jun-81,223.807552,219.615385,228.389831,22,,Jun-81,0.505788,0.484343,0.518269,22,,Jun-81,2.071223,2.025191,2.140777,22,,Jun-81,0.980246,0.959208,0.999905,22
May-81,220.258967,215,224.628654,21,,May-81,0.478077,0.466997,0.484398,21,,May-81,2.061165,2.020898,2.084463,21,,May-81,0.945136,0.912094,0.964446,21
